"";"id";"text";"title";"abstract";"keywords";"methods";"type";"authors";"affiliation";"source";"year";"volume";"issue";"startpage";"endpage";"doi";"language";"database"
"126";"Beaudry_2013_IndandInn";"We investigated the factors influencing an academic's propensity to patent and the quality of patenting in nanotechnology and biotechnology. We found that a university researcher is more likely to be listed as an inventor of a patented innovation, regardless of the assignee, if he receives private funding, has a fairly high level of cliquishness in the scientific network and has shown a prior capacity to successfully collaborate with industry, a concept that we named innovation loops. Furthermore, citation rate and number of claims, which are used to represent patent quality, are influenced by factors similar to those explaining patent quantity. 2013 Copyright Taylor and Francis Group, LLC. biotechnology and industrial contracts and Innovation networks and nanotechnology and patents and university-industry collaboration and biotechnology and innovation and nanotechnology and university sector";"Follow the (Industry) Money - The Impact of Science Networks and Industry-to-University Contracts on Academic Patenting in Nanotechnology and Biotechnology";"We investigated the factors influencing an academic's propensity to patent and the quality of patenting in nanotechnology and biotechnology. We found that a university researcher is more likely to be listed as an inventor of a patented innovation, regardless of the assignee, if he receives private funding, has a fairly high level of cliquishness in the scientific network and has shown a prior capacity to successfully collaborate with industry, a concept that we named innovation loops. Furthermore, citation rate and number of claims, which are used to represent patent quality, are influenced by factors similar to those explaining patent quantity. 2013 Copyright Taylor and Francis Group, LLC.";"biotechnology and industrial contracts and Innovation networks and nanotechnology and patents and university-industry collaboration and biotechnology and innovation and nanotechnology and university sector";"";"JOUR";"Beaudry, C. and Kananian, R.";"";"Industry and Innovation";"2013";"20";"3";"241";"260";"10.1080/13662716.2013.791125";"English";"../../data/raw_data/scopus_propensity_to_patent.ris"
"130";"Granstrand_2012_InJoofInPrMa";"Fluctuations in patenting frequency and propensity to patent have caught increasing interest, not the least since the emergence of a worldwide pro-patent era. In this paper, fluctuations in Swedish patent frequency are described and analysed, based on statistics and questionnaire survey studies among large and small patentees as well as among IP consultancy firms, complemented with interviews. The results confirm the importance of size of R&D and size of patenting resources for both large and small firms and for both positive and negative growth of patenting. In addition, some new determinants were found, of which some also discriminated between large and small firms. A shift to more quality-oriented patenting strategies with more selective patenting led to decreased patenting propensity and frequency, especially among large firms. As to propensity to patent using different routes, national first filings are declining in the longer run on average for small countries like Sweden and Finland, as especially large companies internationalise their IP operations and increasingly use the PCT route. Copyright 2012 Inderscience Enterprises Ltd. Appropriation and Frequency and Innovation and Intellectual property right and Management and Patent and Policy and Propensity and Strategy and Sweden";"The anatomy of rise and fall of patenting and propensity to patent The case of Sweden";"Fluctuations in patenting frequency and propensity to patent have caught increasing interest, not the least since the emergence of a worldwide pro-patent era. In this paper, fluctuations in Swedish patent frequency are described and analysed, based on statistics and questionnaire survey studies among large and small patentees as well as among IP consultancy firms, complemented with interviews. The results confirm the importance of size of R&D and size of patenting resources for both large and small firms and for both positive and negative growth of patenting. In addition, some new determinants were found, of which some also discriminated between large and small firms. A shift to more quality-oriented patenting strategies with more selective patenting led to decreased patenting propensity and frequency, especially among large firms. As to propensity to patent using different routes, national first filings are declining in the longer run on average for small countries like Sweden and Finland, as especially large companies internationalise their IP operations and increasingly use the PCT route. Copyright 2012 Inderscience Enterprises Ltd.";"Appropriation and Frequency and Innovation and Intellectual property right and Management and Patent and Policy and Propensity and Strategy and Sweden";"";"JOUR";"Granstrand, O. and Holgersson, M.";"";"International Journal of Intellectual Property Management";"2012";"5";"2";"169";"198";"10.1504/IJIPM.2012.047503";"English";"../../data/raw_data/scopus_propensity_to_patent.ris"
"131";"de.Rassenfosse_2012_OxBuofEcanSt";"This paper provides an analysis of the impact of patent fees on the demand for patents. It presents a dataset of fees since 1980 at the European (EPO), the US and the Japanese patent offices. Descriptive statistics show that fees have severely decreased at the EPO over the 1990s, converging towards the level of fees in the US and Japan. The estimation of dynamic panel data models suggests that the price elasticity of demand for patents is about -0.30. These results suggest that the laxity of fee policy at the EPO has significantly contributed to the rising propensity to patent. Blackwell Publishing Ltd and the Department of Economics, University of Oxford, 2011. NA";"On the price elasticity of demand for patents";"This paper provides an analysis of the impact of patent fees on the demand for patents. It presents a dataset of fees since 1980 at the European (EPO), the US and the Japanese patent offices. Descriptive statistics show that fees have severely decreased at the EPO over the 1990s, converging towards the level of fees in the US and Japan. The estimation of dynamic panel data models suggests that the price elasticity of demand for patents is about -0.30. These results suggest that the laxity of fee policy at the EPO has significantly contributed to the rising propensity to patent. Blackwell Publishing Ltd and the Department of Economics, University of Oxford, 2011.";NA;"";"JOUR";"de Rassenfosse, G. and van Pottelsberghe de La Potterie, B.";"";"Oxford Bulletin of Economics and Statistics";"2012";"74";"1";"58";"77";"10.1111/j.1468-0084.2011.00638.x";"English";"../../data/raw_data/scopus_propensity_to_patent.ris"
"132";"Alvarez.Garrido_2012";"Corporations are an increasingly important source of financing for innovative startups. This paper investigates the consequences to startups' research productivity when funded by corporate venture capitalists vs. independent venture capital funds. Our findings underscore the innovation implications of these investors, and their impact of startups' basic and applied research productivity. Investments and Productivity and Basic and applied research and Corporate ventures and Research productivity and Venture Capital and Patents and inventions";"More than words Is startup's propensity to patent and publish sensitive to investor characteristics?";"Corporations are an increasingly important source of financing for innovative startups. This paper investigates the consequences to startups' research productivity when funded by corporate venture capitalists vs. independent venture capital funds. Our findings underscore the innovation implications of these investors, and their impact of startups' basic and applied research productivity.";"Investments and Productivity and Basic and applied research and Corporate ventures and Research productivity and Venture Capital and Patents and inventions";"";"CONF";"Alvarez-Garrido, E. and Dushnitsky, G.";"";NA;"2012";NA;NA;"451";"456";"10.5465/AMBPP.2012.158";"English";"../../data/raw_data/scopus_propensity_to_patent.ris"
"133";"Kleinknecht_2011_HaofReonInanEn";"NA NA";"The propensity to patent an innovation Comparing entrepreneurial with routinized innovators";NA;NA;"";"CHAP";"Kleinknecht, A. and Van der Panne, G.";"";"Handbook of Research on Innovation and Entrepreneurship";"2011";NA;NA;"439";"447";NA;"English";"../../data/raw_data/scopus_propensity_to_patent.ris"
"135";"Nicholas_2011_JoofEcHi";"Matching 2,777 R&D firms in surveys conducted by the National Research Council between 1921 and 1938 with U.S. patents reveals that 59 percent of all firms and 88 percent of publicly traded firms patented. These shares are much higher than those observed for modern R&D firms. Industry, firm size and the location of R&D facilities relative to major cities are shown to be important determinants of the propensity to patent. The effect of these factors remained constant across the 1920s and the Depression years suggesting that the tradeoff between patent disclosure and secrecy did not change over time. 2011, The Economic History Association. All rights reserved. NA";"Did R&D Firms Used to Patent? Evidence from the First Innovation Surveys";"Matching 2,777 R&D firms in surveys conducted by the National Research Council between 1921 and 1938 with U.S. patents reveals that 59 percent of all firms and 88 percent of publicly traded firms patented. These shares are much higher than those observed for modern R&D firms. Industry, firm size and the location of R&D facilities relative to major cities are shown to be important determinants of the propensity to patent. The effect of these factors remained constant across the 1920s and the Depression years suggesting that the tradeoff between patent disclosure and secrecy did not change over time. 2011, The Economic History Association. All rights reserved.";NA;"";"JOUR";"Nicholas, T.";"";"Journal of Economic History";"2011";"71";"4";"1032";"1059";"10.1017/S0022050711002233";"English";"../../data/raw_data/scopus_propensity_to_patent.ris"
"136";"Santamaria_2011_EuroManaRevi";"This study is aimed at analyzing the fit, or matching, between technological goals that lead a firm to choose a particular technological partner and the impact of that partner on the firm's innovation performance. We hypothesize that, when designing their alliance strategy, firms take into account exploration or exploitation motivations. An adequate design of this strategy is critical because each technological partner will exert a different impact on firm's innovation outcomes. Using data from a representative panel of Spanish manufacturing firms comprising 1,300 firms across 5 years, we find that the motivation in forming alliances with vertical partners is to exploit existing competences which is reflected in an increased likelihood of obtaining product and process innovations. The main driver behind the selection of institutional partnerships, a type of collaboration which has a greater propensity to patent, is the exploration of new ideas. Finally, horizontal collaboration is motivated by the desire to carry out pre-competitive research, which explains the null impact of this type of alliance on innovation outcomes. The implications of these findings as they apply to management practice, economic policy and future research are discussed. 2011 European Academy of Management. exploitation and exploration and horizontal collaboration and innovation outcomes and institutional collaboration and vertical collaboration";"Matching the goals and impacts of R&D collaboration";"This study is aimed at analyzing the fit, or matching, between technological goals that lead a firm to choose a particular technological partner and the impact of that partner on the firm's innovation performance. We hypothesize that, when designing their alliance strategy, firms take into account exploration or exploitation motivations. An adequate design of this strategy is critical because each technological partner will exert a different impact on firm's innovation outcomes. Using data from a representative panel of Spanish manufacturing firms comprising 1,300 firms across 5 years, we find that the motivation in forming alliances with vertical partners is to exploit existing competences which is reflected in an increased likelihood of obtaining product and process innovations. The main driver behind the selection of institutional partnerships, a type of collaboration which has a greater propensity to patent, is the exploration of new ideas. Finally, horizontal collaboration is motivated by the desire to carry out pre-competitive research, which explains the null impact of this type of alliance on innovation outcomes. The implications of these findings as they apply to management practice, economic policy and future research are discussed. 2011 European Academy of Management.";"exploitation and exploration and horizontal collaboration and innovation outcomes and institutional collaboration and vertical collaboration";"";"JOUR";"Santamaria, L. and Surroca, J.";"";"European Management Review";"2011";"8";"2";"109";"95";"10.1111/j.1740-4762.2011.01012.x";"English";"../../data/raw_data/scopus_propensity_to_patent.ris"
"137";"Lee_2010_InnManPolandPra";"This paper extends the research on the R&D-patent relationship by distinguishing the factors affecting R&D productivity (which is defined as 'efficiency parameters') from the factors associated with the propensity of firms to patent, and estimates the impacts of the factors on innovative output. A data set from 1255 firms with nonzero R&D expenditures in Korea was studied, and the results show that efficiency parameters such as in-depth patent searches and revenue splitting policy for employee-inventors influence firm's innovative output through 'R&D productivity' effect. These results mean that we can improve firm's innovation output by changing efficiency parameters through a firm's investment or government support in a relatively short period. 2011 eContent Management. Incentive for employee-inventor and IP manager and Preliminary patent search and Propensity to patent and R&D productivity and R&D-patent relationship";"Tha impact of efficiency parameters on firms' innovative activities Evidence from Korean firm-level data";"This paper extends the research on the R&D-patent relationship by distinguishing the factors affecting R&D productivity (which is defined as 'efficiency parameters') from the factors associated with the propensity of firms to patent, and estimates the impacts of the factors on innovative output. A data set from 1255 firms with nonzero R&D expenditures in Korea was studied, and the results show that efficiency parameters such as in-depth patent searches and revenue splitting policy for employee-inventors influence firm's innovative output through 'R&D productivity' effect. These results mean that we can improve firm's innovation output by changing efficiency parameters through a firm's investment or government support in a relatively short period. 2011 eContent Management.";"Incentive for employee-inventor and IP manager and Preliminary patent search and Propensity to patent and R&D productivity and R&D-patent relationship";"";"JOUR";"Lee, S.-S. and Kim, Y.";"";"Innovation Management, Policy and Practice";"2010";"12";"3";"283";"297";"10.5172/impp.12.3.283";"English";"../../data/raw_data/scopus_propensity_to_patent.ris"
"140";"Audretsch_2009_AnofReSc";"This paper examines how institutional, locational and individual characteristics of university scientists influence patent inventions. The paper illustrates why and how some scientists combine scientific and commercial creativity in the context of their regional location and the particular type of institution where the scientist is employed. Using a dataset of 1,683 individual scientists, over a 7-year period, the paper estimates the impact of their patenting propensity. The paper uses the Carnegie Classification of Universities, location and scientists human capital and applies a logit analysis is to determine which aspects affect a scientist's propensity to patent. Springer-Verlag 2009. commercialization and human capital and industrial location and knowledge and logit analysis and spillover effect";"Scientist commercialization as conduit of knowledge spillovers";"This paper examines how institutional, locational and individual characteristics of university scientists influence patent inventions. The paper illustrates why and how some scientists combine scientific and commercial creativity in the context of their regional location and the particular type of institution where the scientist is employed. Using a dataset of 1,683 individual scientists, over a 7-year period, the paper estimates the impact of their patenting propensity. The paper uses the Carnegie Classification of Universities, location and scientists human capital and applies a logit analysis is to determine which aspects affect a scientist's propensity to patent. Springer-Verlag 2009.";"commercialization and human capital and industrial location and knowledge and logit analysis and spillover effect";"";"JOUR";"Audretsch, D.B. and Aldridge, T.T.";"";"Annals of Regional Science";"2009";"43";"4";"897";"905";"10.1007/s00168-009-0297-4";"English";"../../data/raw_data/scopus_propensity_to_patent.ris"
"143";"van.Pottelsberghe.de.la.Potterie_2008_Inte";"Patent-based indicators at the country level are frequently used to assess countries' innovation performances or efforts. Yet they are often said to reflect the propensity to patent rather than actual research productivity. The authors of this article argue that patent-based indicators can rightfully be used to measure research productivity, as witnessed by the influence of several policy tools on the R&D-patent relationship. They also put forward a new counting methodology, less subject to ""home"" bias. Springer-Verlag 2008. NA";"Policymakers and the R&D-patent relationship";"Patent-based indicators at the country level are frequently used to assess countries' innovation performances or efforts. Yet they are often said to reflect the propensity to patent rather than actual research productivity. The authors of this article argue that patent-based indicators can rightfully be used to measure research productivity, as witnessed by the influence of several policy tools on the R&D-patent relationship. They also put forward a new counting methodology, less subject to ""home"" bias. Springer-Verlag 2008.";NA;"";"JOUR";"van Pottelsberghe de la Potterie, B. and de Rassenfosse, G.";"";"Intereconomics";"2008";"43";"6";"377";"380";"10.1007/s10272-008-0271-x";"English";"../../data/raw_data/scopus_propensity_to_patent.ris"
"144";"Herold_2006_JoofMaIs";"This research investigates the relationship between organizational resources and innovation. Using a financial measure of liquidity, the quick ratio, and a patent-based innovation index, this study extends earlier research that has suggested that the relationship between organizational slack and innovation may be best represented as an inverted U-shape. Our study did find the relationship to be curvilinear, to be relatively stable across time periods, but more asymptotic, reflective of a diminishing returns phenomenon. Results also show the relationship to be moderated by industries' propensity to patent. Findings are discussed in terms of their implications for research and managerial practice. NA";"What is the relationship between organizational slack and innovation?";"This research investigates the relationship between organizational resources and innovation. Using a financial measure of liquidity, the quick ratio, and a patent-based innovation index, this study extends earlier research that has suggested that the relationship between organizational slack and innovation may be best represented as an inverted U-shape. Our study did find the relationship to be curvilinear, to be relatively stable across time periods, but more asymptotic, reflective of a diminishing returns phenomenon. Results also show the relationship to be moderated by industries' propensity to patent. Findings are discussed in terms of their implications for research and managerial practice.";NA;"";"JOUR";"Herold, D.M. and Jayaraman, N. and Narayanaswamy, C.R.";"";"Journal of Managerial Issues";"2006";"18";"3";"372";"392";NA;"English";"../../data/raw_data/scopus_propensity_to_patent.ris"
"145";"Suzuki_2006_Scie";"The paper aims to clarify the extent to which the results of scientific-oriented research conducted by corporations are reflected in their application-oriented research. Focusing on large Japanese manufacturers of electrical machinery, the paper analyses firm-level data on presentations of scientific papers that represent the results of scientific-oriented research activities, citations of scientific papers in patents, and inventions. The electrical machinery industry, a prototypical science-based industry, has been placing a growing emphasis on scientific-oriented research during the 1990's as is evident from trends in R&D expenses, scientific papers, and inventions. Regression analysis results suggest a complementary relationship between citations of basic scientific knowledge as presented in scientific papers on the one hand and acts of invention on the other hand, in the sense that a rise in citations corresponds to a rise in inventions. Moreover, the results suggest that invention efficiency (number of patent claims per unit of R&D expenditure) has been increasing during the 1990's. Furthermore, the results suggest that, given the exogenous influences on the patent system in Japan, it is necessary to include the number of patent claims when attempting to measure corporate technology development activity through the volume of patent applications. However, there was no finding of a clear relationship between the number of scientific papers and inventions. Implications of these results for corporate R&D strategy are examined. Springer-Verlag/Akadmiai Kiad 2006. NA";"Analysis of propensity to patent and science-dependence of large Japanese manufacturers of electrical machinery";"The paper aims to clarify the extent to which the results of scientific-oriented research conducted by corporations are reflected in their application-oriented research. Focusing on large Japanese manufacturers of electrical machinery, the paper analyses firm-level data on presentations of scientific papers that represent the results of scientific-oriented research activities, citations of scientific papers in patents, and inventions. The electrical machinery industry, a prototypical science-based industry, has been placing a growing emphasis on scientific-oriented research during the 1990's as is evident from trends in R&D expenses, scientific papers, and inventions. Regression analysis results suggest a complementary relationship between citations of basic scientific knowledge as presented in scientific papers on the one hand and acts of invention on the other hand, in the sense that a rise in citations corresponds to a rise in inventions. Moreover, the results suggest that invention efficiency (number of patent claims per unit of R&D expenditure) has been increasing during the 1990's. Furthermore, the results suggest that, given the exogenous influences on the patent system in Japan, it is necessary to include the number of patent claims when attempting to measure corporate technology development activity through the volume of patent applications. However, there was no finding of a clear relationship between the number of scientific papers and inventions. Implications of these results for corporate R&D strategy are examined. Springer-Verlag/Akadmiai Kiad 2006.";NA;"";"JOUR";"Suzuki, J. and Gemba, K. and Tamada, S. and Yasaki, Y. and Goto, A.";"";"Scientometrics";"2006";"68";"2";"265";"288";"10.1007/s11192-006-0111-3";"English";"../../data/raw_data/scopus_propensity_to_patent.ris"
"147";"Kim_2005_RAJoofEc";"We develop and test a model of the patenting and R&D decisions of an innovating firm whose scientist-employees sometimes quit to join or start a rival. In our model, the innovating firm patents to protect Itself from its employees. We show theoretically that the risk of a scientist's departure reduces the firm's R&D expenditures and raises its propensity to patent an innovation. We find evidence from firm-level panel data that is consistent with this latter result. Our results suggest that scientists ' turnover is associated with cross-industry patenting variation and with recent economy-wide increases in patenting. Scientists' turnover may also partly account for why small firms have high patent-R&D ratios. Copyright 2005, RAND. NA";"Labor mobility of scientists, technological diffusion, and the firm's patenting decision";"We develop and test a model of the patenting and R&D decisions of an innovating firm whose scientist-employees sometimes quit to join or start a rival. In our model, the innovating firm patents to protect Itself from its employees. We show theoretically that the risk of a scientist's departure reduces the firm's R&D expenditures and raises its propensity to patent an innovation. We find evidence from firm-level panel data that is consistent with this latter result. Our results suggest that scientists ' turnover is associated with cross-industry patenting variation and with recent economy-wide increases in patenting. Scientists' turnover may also partly account for why small firms have high patent-R&D ratios. Copyright 2005, RAND.";NA;"";"JOUR";"Kim, J. and Marschke, G.";"";"RAND Journal of Economics";"2005";"36";"2";"298";"317";NA;"English";"../../data/raw_data/scopus_propensity_to_patent.ris"
"150";"Chakrabarti_1990_IETronEnMa";"This paper focuses on the scientific output of small and medium sized firms in high tech industries in the U.S. The indicators for technological output have been defined differently by different researchers. Economists have used patents as the measure of research and development (R&D) output, partly because they are easier to delineate than other indicators. Behavioral researchers interested in the R&D management process have relied on publications as a surrogate measure for R&D output, while research in science policy and innovation has focused on products and processes as indicators of innovation and technical output. There has not been any consensus about the validity of the different measures. It has been argued that the propensity to patent differs from industry to industry. The incentive to patent is dependent on how well patent can be used to protect the interests of the firms. This paper has focused on all three measures as indicators of R&D output and investigated the interrelationship among them as well as the correlates for these output. Except for the chemical industry, R&D expenditure is closely related with size as measured by annual sales, rather than the net income. It is observed that a growing firm is more likely to spend proportionately more money in R&D. The three output measures, patents, papers, and new products, are correlated, but the pattern of relationship is different in different industries. This means that technical behavior of the firms in different industries differs significantly. Correlates of patents, papers, and new products also differ in the different industries. It is interesting to note that a firm's growth is linked with new products in only some industries. Patent does not seem to have any effect on sales growth. The growth in R&D is not a factor leading to a higher level of scientific productivity. The important factor is the average level of R&D spending. The policy implication for this observation is that one ought to maintain a steady funding level of R&D instead of sudden changes in R&D budget. Consistency in R&D is important in determining higher level of scientific output. 1990 IEEE Industrial Management and Patents and Inventions and High Tech Industries and R&D Management and Engineering Research";"Scientific Output of Small and Medium Size Firms in High Tech Industries";"This paper focuses on the scientific output of small and medium sized firms in high tech industries in the U.S. The indicators for technological output have been defined differently by different researchers. Economists have used patents as the measure of research and development (R&D) output, partly because they are easier to delineate than other indicators. Behavioral researchers interested in the R&D management process have relied on publications as a surrogate measure for R&D output, while research in science policy and innovation has focused on products and processes as indicators of innovation and technical output. There has not been any consensus about the validity of the different measures. It has been argued that the propensity to patent differs from industry to industry. The incentive to patent is dependent on how well patent can be used to protect the interests of the firms. This paper has focused on all three measures as indicators of R&D output and investigated the interrelationship among them as well as the correlates for these output. Except for the chemical industry, R&D expenditure is closely related with size as measured by annual sales, rather than the net income. It is observed that a growing firm is more likely to spend proportionately more money in R&D. The three output measures, patents, papers, and new products, are correlated, but the pattern of relationship is different in different industries. This means that technical behavior of the firms in different industries differs significantly. Correlates of patents, papers, and new products also differ in the different industries. It is interesting to note that a firm's growth is linked with new products in only some industries. Patent does not seem to have any effect on sales growth. The growth in R&D is not a factor leading to a higher level of scientific productivity. The important factor is the average level of R&D spending. The policy implication for this observation is that one ought to maintain a steady funding level of R&D instead of sudden changes in R&D budget. Consistency in R&D is important in determining higher level of scientific output. 1990 IEEE";"Industrial Management and Patents and Inventions and High Tech Industries and R&D Management and Engineering Research";"";"JOUR";"Chakrabarti, A.K.";"";"IEEE Transactions on Engineering Management";"1990";"37";"1";"48";"52";"10.1109/17.45268";"English";"../../data/raw_data/scopus_propensity_to_patent.ris"
"155";"X.ISI.000449549400013";"What motivates university scientists to identify practical applications for their research results and consider having them patent-protected? A wealth of research points towards a complex blend of factors, including organizational antecedents, social norms and personal-level expectations. Few studies, however, have attempted to investigate the effect of concrete incentives from the perspective of individual scientists' decision-making. In this paper, we operationalize the propensity to patent and commercialize research results as the intention to submit an invention disclosure filing. We use scenario-based conjoint analysis to capture university scientists' preference structures for different incentive policies. Results indicate that direct and indirect financial incentives are dominant drivers. In addition, a grace period that would allow for patenting and publishing in parallel and the inclusion of patents in academic performance assessments are worth considering, whereas the specific setup of the technology transfer organization and public recognition of achievements in form of an award appear to have limited effect. However, preferences for incentives and hence their effectiveness vary significantly across academic disciplines and ranks as well as with scientists' working experience, patenting experience and research orientation. On this basis, we can derive more qualified recommendations for incentive system design. University technology transfer; Invention disclosure; Academic patenting; Incentive system; Conjoint analysis";"Grace, gold, or glory? Exploring incentives for invention disclosure in the university context";"What motivates university scientists to identify practical applications for their research results and consider having them patent-protected? A wealth of research points towards a complex blend of factors, including organizational antecedents, social norms and personal-level expectations. Few studies, however, have attempted to investigate the effect of concrete incentives from the perspective of individual scientists' decision-making. In this paper, we operationalize the propensity to patent and commercialize research results as the intention to submit an invention disclosure filing. We use scenario-based conjoint analysis to capture university scientists' preference structures for different incentive policies. Results indicate that direct and indirect financial incentives are dominant drivers. In addition, a grace period that would allow for patenting and publishing in parallel and the inclusion of patents in academic performance assessments are worth considering, whereas the specific setup of the technology transfer organization and public recognition of achievements in form of an award appear to have limited effect. However, preferences for incentives and hence their effectiveness vary significantly across academic disciplines and ranks as well as with scientists' working experience, patenting experience and research orientation. On this basis, we can derive more qualified recommendations for incentive system design.";"University technology transfer; Invention disclosure; Academic patenting; Incentive system; Conjoint analysis";"";"article";"Walter, Thomas and Ihl, Christoph and Mauer, Rene and Brettel, Malte";"";"JOURNAL OF TECHNOLOGY TRANSFER";"2018";"43";"";"1725";"1759";"10.1007/s10961-013-9303-1";"English";"../../data/raw_data/webofscience_economic_financial_performance_patent_propensity.bib"
"157";"X.ISI.000426982900035";"Value chain analysis can expose strategic and operational misalignments within chains, and the consequential misallocation of resources, and hence opportunities for improvements which create value and economic sustainability. The purpose of this paper is to study how strong is the university-firm cooperation influence on firm value chains and how can this cooperation influence firm and university innovation and performance. The empirical analysis is based on data gathered through a questionnaire administered to a sample of Slovak SMEs operated in the area of ICT. The findings show that only contractual university-firm relationships have a direct and significant effect on innovation, whereas relational activities promote and support contractual activities. The findings have managerial implications not just for firms, but also for universities. University-firm relationships contribute to regional and global development, because they foster innovation processes regarding firms' strategies at those. In this liaison, universities' role usually is to promote knowledge-based economic development, which is basic for sustainable economic growt. The higher education institutions are facing an increasingly competitive environment with growing financial constraints, universities are strongly motivated to engage more actively with the firm, so as to establish new funding streams and secure additional research investment. This relationship should be beneficial for both firms and universities. Innovative firms are constantly searching for new ways to internalize external knowledge into their production function. With this aim, firms have found that the university-firm cooperation is a valuable mechanism to access to new technological resources, which can contribute to faster development of innovation, improved market access, economies of scale and scope, and cost sharing and risk spreading In this context, universities have been recognized as a capable research partner for solving R\&D problems and as advisers on technology strategies and by supporting the technology generation and/or the adoption of a new technology. Moreover, the cooperation with universities has been characterized by the timely appropriation of very-new technological opportunities and by the increment on the innovation sales, as well as the increase in the propensity to apply for patents. Several empirical studies have attempted to identify the factors determining the university-firm cooperation in innovation activities, concluding that this type of cooperation is based on the complementarity on the innovation processes, and on the uncertainty level of the innovation results. On the other hand, and based on a firm level analysis, some authors concluded that university-firm cooperation depends on the firm's absorptive capacity, on its innovative capacity, on its proximity to fundamental research, and in some firm-specific characteristics, like size and industrial affiliation. value chain analysis; university-firm cooperation; ICT firm";"The influence of university-firm cooperation on firm value chain";"Value chain analysis can expose strategic and operational misalignments within chains, and the consequential misallocation of resources, and hence opportunities for improvements which create value and economic sustainability. The purpose of this paper is to study how strong is the university-firm cooperation influence on firm value chains and how can this cooperation influence firm and university innovation and performance. The empirical analysis is based on data gathered through a questionnaire administered to a sample of Slovak SMEs operated in the area of ICT. The findings show that only contractual university-firm relationships have a direct and significant effect on innovation, whereas relational activities promote and support contractual activities. The findings have managerial implications not just for firms, but also for universities. University-firm relationships contribute to regional and global development, because they foster innovation processes regarding firms' strategies at those. In this liaison, universities' role usually is to promote knowledge-based economic development, which is basic for sustainable economic growt. The higher education institutions are facing an increasingly competitive environment with growing financial constraints, universities are strongly motivated to engage more actively with the firm, so as to establish new funding streams and secure additional research investment. This relationship should be beneficial for both firms and universities. Innovative firms are constantly searching for new ways to internalize external knowledge into their production function. With this aim, firms have found that the university-firm cooperation is a valuable mechanism to access to new technological resources, which can contribute to faster development of innovation, improved market access, economies of scale and scope, and cost sharing and risk spreading In this context, universities have been recognized as a capable research partner for solving R\&D problems and as advisers on technology strategies and by supporting the technology generation and/or the adoption of a new technology. Moreover, the cooperation with universities has been characterized by the timely appropriation of very-new technological opportunities and by the increment on the innovation sales, as well as the increase in the propensity to apply for patents. Several empirical studies have attempted to identify the factors determining the university-firm cooperation in innovation activities, concluding that this type of cooperation is based on the complementarity on the innovation processes, and on the uncertainty level of the innovation results. On the other hand, and based on a firm level analysis, some authors concluded that university-firm cooperation depends on the firm's absorptive capacity, on its innovative capacity, on its proximity to fundamental research, and in some firm-specific characteristics, like size and industrial affiliation.";"value chain analysis; university-firm cooperation; ICT firm";"";"inproceedings";"Madudova, Emilia and Majercakova, Margita";"";NA;"2017";NA;"";NA;NA;NA;"English";"../../data/raw_data/webofscience_economic_financial_performance_patent_propensity.bib"
